transaction_id,date,persona,occupation,transaction_type,category,description,amount_inr,payment_method,recurring,balance_inr
SU-20260213-E040,2026-02-13,Sunita,domestic help,expense,groceries,Kirana groceries,129,UPI,no,240.0
SU-20260214-E041,2026-02-14,Sunita,domestic help,expense,vegetables,Vegetable market,84,cash,no,156.0
SU-20260216-E042,2026-02-16,Sunita,domestic help,expense,electricity,Electricity bill,54,UPI,yes,102.0
SU-20260217-E044,2026-02-17,Sunita,domestic help,expense,mobile,Mobile recharge,241,UPI,yes,450.0
SU-20260217-I043,2026-02-17,Sunita,domestic help,income,work_income,cleaning work payment,589,UPI,yes,691.0
SU-20260218-E045,2026-02-18,Sunita,domestic help,expense,vegetables,Vegetable market,130,cash,no,320.0
SU-20260218-E046,2026-02-18,Sunita,domestic help,expense,school,School fees/supplies,112,UPI,no,208.0
SU-20260220-E047,2026-02-20,Sunita,domestic help,expense,electricity,Electricity bill,72,UPI,yes,136.0
SU-20260221-E048,2026-02-21,Sunita,domestic help,expense,medicine,Pharmacy,47,UPI,no,89.0
SU-20260222-E049,2026-02-22,Sunita,domestic help,expense,cooking_gas,LPG cylinder,31,UPI,yes,58.0
SU-20260224-I050,2026-02-24,Sunita,domestic help,income,work_income,cleaning work payment,560,UPI,yes,618.0
SU-20260225-E051,2026-02-25,Sunita,domestic help,expense,school,School fees/supplies,216,UPI,no,402.0
SU-20260226-E052,2026-02-26,Sunita,domestic help,expense,school,School fees/supplies,140,UPI,no,262.0
SU-20260301-E053,2026-03-01,Sunita,domestic help,expense,groceries,Kirana groceries,91,UPI,no,171.0
SU-20260302-E054,2026-03-02,Sunita,domestic help,expense,vegetables,Vegetable market,59,cash,no,112.0
SU-20260303-I055,2026-03-03,Sunita,domestic help,income,work_income,cleaning work payment,1118,cash,yes,1230.0
SU-20260304-E056,2026-03-04,Sunita,domestic help,expense,electricity,Electricity bill,430,UPI,yes,800.0
SU-20260305-E057,2026-03-05,Sunita,domestic help,expense,vegetables,Vegetable market,144,cash,no,656.0
SU-20260308-E058,2026-03-08,Sunita,domestic help,expense,medicine,Pharmacy,229,UPI,no,427.0
SU-20260309-E059,2026-03-09,Sunita,domestic help,expense,electricity,Electricity bill,149,UPI,yes,278.0
SU-20260310-I060,2026-03-10,Sunita,domestic help,income,work_income,cleaning work payment,652,UPI,yes,930.0
SU-20260311-E061,2026-03-11,Sunita,domestic help,expense,transport,Bus/auto fare,106,cash,no,824.0
SU-20260313-E062,2026-03-13,Sunita,domestic help,expense,electricity,Electricity bill,288,UPI,yes,536.0
SU-20260315-E063,2026-03-15,Sunita,domestic help,expense,transport,Bus/auto fare,73,cash,no,463.0
SU-20260316-E064,2026-03-16,Sunita,domestic help,expense,school,School fees/supplies,162,UPI,no,301.0
SU-20260317-E066,2026-03-17,Sunita,domestic help,expense,groceries,Kirana groceries,308,UPI,no,574.0
SU-20260317-I065,2026-03-17,Sunita,domestic help,income,work_income,monthly housework payment,581,bank_transfer,yes,882.0
SU-20260320-E067,2026-03-20,Sunita,domestic help,expense,medicine,Pharmacy,200,UPI,no,374.0
SU-20260322-E068,2026-03-22,Sunita,domestic help,expense,electricity,Electricity bill,130,UPI,yes,244.0
SU-20260322-E069,2026-03-22,Sunita,domestic help,expense,electricity,Electricity bill,85,UPI,yes,159.0
SU-20260324-E071,2026-03-24,Sunita,domestic help,expense,electricity,Electricity bill,250,UPI,yes,466.0
SU-20260324-I070,2026-03-24,Sunita,domestic help,income,work_income,monthly housework payment,557,UPI,yes,716.0
SU-20260325-E072,2026-03-25,Sunita,domestic help,expense,school,School fees/supplies,163,UPI,no,303.0
SU-20260325-E073,2026-03-25,Sunita,domestic help,expense,groceries,Kirana groceries,106,UPI,no,197.0
SU-20260403-E075,2026-04-03,Sunita,domestic help,expense,transport,Bus/auto fare,54,cash,no,752.0
SU-20260403-I074,2026-04-03,Sunita,domestic help,income,work_income,monthly housework payment,609,cash,yes,806.0
SU-20260405-E076,2026-04-05,Sunita,domestic help,expense,medicine,Pharmacy,134,UPI,no,618.0
SU-20260406-E077,2026-04-06,Sunita,domestic help,expense,vegetables,Vegetable market,135,cash,no,483.0
SU-20260407-E078,2026-04-07,Sunita,domestic help,expense,mobile,Mobile recharge,169,UPI,yes,314.0
SU-20260410-E080,2026-04-10,Sunita,domestic help,expense,medicine,Pharmacy,344,UPI,no,641.0
SU-20260410-I079,2026-04-10,Sunita,domestic help,income,work_income,cleaning work payment,671,UPI,yes,985.0
SU-20260412-E081,2026-04-12,Sunita,domestic help,expense,vegetables,Vegetable market,96,cash,no,545.0
SU-20260414-E082,2026-04-14,Sunita,domestic help,expense,school,School fees/supplies,190,UPI,no,355.0
SU-20260416-E083,2026-04-16,Sunita,domestic help,expense,groceries,Kirana groceries,124,UPI,no,231.0
SU-20260417-E085,2026-04-17,Sunita,domestic help,expense,cooking_gas,LPG cylinder,275,UPI,yes,513.0
SU-20260417-I084,2026-04-17,Sunita,domestic help,income,work_income,cleaning work payment,557,cash,yes,788.0
SU-20260418-E086,2026-04-18,Sunita,domestic help,expense,food,Tea/snacks,173,cash,no,340.0
SU-20260419-E087,2026-04-19,Sunita,domestic help,expense,vegetables,Vegetable market,118,cash,no,222.0
SU-20260421-E088,2026-04-21,Sunita,domestic help,expense,transport,Bus/auto fare,41,cash,no,181.0
SU-20260423-E089,2026-04-23,Sunita,domestic help,expense,vegetables,Vegetable market,63,cash,no,118.0
SU-20260424-I090,2026-04-24,Sunita,domestic help,income,work_income,monthly housework payment,590,bank_transfer,yes,708.0
SU-20260425-E091,2026-04-25,Sunita,domestic help,expense,transport,Bus/auto fare,136,cash,no,572.0
SU-20260426-E092,2026-04-26,Sunita,domestic help,expense,food,Tea/snacks,134,cash,no,438.0
SU-20260428-E093,2026-04-28,Sunita,domestic help,expense,mobile,Mobile recharge,153,UPI,yes,285.0
SU-20260429-E094,2026-04-29,Sunita,domestic help,expense,cooking_gas,LPG cylinder,99,UPI,yes,186.0
SU-20260501-E095,2026-05-01,Sunita,domestic help,expense,cooking_gas,LPG cylinder,65,UPI,yes,121.0
SU-20260501-E096,2026-05-01,Sunita,domestic help,expense,school,School fees/supplies,42,UPI,no,79.0
SU-20260502-E097,2026-05-02,Sunita,domestic help,expense,medicine,Pharmacy,30,UPI,no,49.0
SU-20260503-I098,2026-05-03,Sunita,domestic help,income,work_income,monthly housework payment,570,UPI,yes,619.0
SU-20260504-E099,2026-05-04,Sunita,domestic help,expense,food,Tea/snacks,82,cash,no,537.0
SU-20260505-E100,2026-05-05,Sunita,domestic help,expense,mobile,Mobile recharge,187,UPI,yes,350.0
SU-20260506-E101,2026-05-06,Sunita,domestic help,expense,cooking_gas,LPG cylinder,122,UPI,yes,228.0
SU-20260506-E102,2026-05-06,Sunita,domestic help,expense,food,Tea/snacks,30,cash,no,198.0
SU-20260507-E103,2026-05-07,Sunita,domestic help,expense,transport,Bus/auto fare,69,cash,no,129.0
SU-20260507-E104,2026-05-07,Sunita,domestic help,expense,electricity,Electricity bill,45,UPI,yes,84.0
SU-20260508-E105,2026-05-08,Sunita,domestic help,expense,groceries,Kirana groceries,30,UPI,no,54.0
SU-20260509-E106,2026-05-09,Sunita,domestic help,expense,mobile,Mobile recharge,30,UPI,yes,24.0
SU-20260510-I107,2026-05-10,Sunita,domestic help,income,work_income,monthly housework payment,551,bank_transfer,yes,575.0
SU-20260511-E108,2026-05-11,Sunita,domestic help,expense,medicine,Pharmacy,201,UPI,no,374.0
SU-20260514-E109,2026-05-14,Sunita,domestic help,expense,groceries,Kirana groceries,130,UPI,no,244.0
SU-20260517-I110,2026-05-17,Sunita,domestic help,income,work_income,cleaning work payment,583,UPI,yes,827.0
SU-20260518-E111,2026-05-18,Sunita,domestic help,expense,transport,Bus/auto fare,100,cash,no,727.0
SU-20260519-E112,2026-05-19,Sunita,domestic help,expense,cooking_gas,LPG cylinder,254,UPI,yes,473.0
SU-20260521-E113,2026-05-21,Sunita,domestic help,expense,food,Tea/snacks,140,cash,no,333.0
SU-20260524-E115,2026-05-24,Sunita,domestic help,expense,school,School fees/supplies,329,UPI,no,613.0
SU-20260524-I114,2026-05-24,Sunita,domestic help,income,work_income,cleaning work payment,609,UPI,yes,942.0
SU-20260526-E116,2026-05-26,Sunita,domestic help,expense,electricity,Electricity bill,214,UPI,yes,399.0
SU-20260528-E117,2026-05-28,Sunita,domestic help,expense,vegetables,Vegetable market,81,cash,no,318.0
SU-20260529-E118,2026-05-29,Sunita,domestic help,expense,cooking_gas,LPG cylinder,111,UPI,yes,207.0
SU-20260531-E119,2026-05-31,Sunita,domestic help,expense,school,School fees/supplies,72,UPI,no,135.0
SU-20260603-E121,2026-06-03,Sunita,domestic help,expense,transport,Bus/auto fare,153,cash,no,1097.0
SU-20260603-I120,2026-06-03,Sunita,domestic help,income,work_income,cleaning work payment,1115,bank_transfer,yes,1250.0
SU-20260605-E122,2026-06-05,Sunita,domestic help,expense,food,Tea/snacks,87,cash,no,1010.0
SU-20260610-I123,2026-06-10,Sunita,domestic help,income,work_income,monthly housework payment,641,cash,yes,1651.0
SU-20260612-E124,2026-06-12,Sunita,domestic help,expense,electricity,Electricity bill,577,UPI,yes,1074.0
SU-20260613-E125,2026-06-13,Sunita,domestic help,expense,transport,Bus/auto fare,174,cash,no,900.0
SU-20260614-E126,2026-06-14,Sunita,domestic help,expense,groceries,Kirana groceries,226,UPI,no,674.0
SU-20260616-E127,2026-06-16,Sunita,domestic help,expense,cooking_gas,LPG cylinder,235,UPI,yes,439.0
SU-20260617-E129,2026-06-17,Sunita,domestic help,expense,groceries,Kirana groceries,348,UPI,no,647.0
SU-20260617-I128,2026-06-17,Sunita,domestic help,income,work_income,monthly housework payment,556,UPI,yes,995.0
SU-20260618-E130,2026-06-18,Sunita,domestic help,expense,school,School fees/supplies,226,UPI,no,421.0
SU-20260619-E131,2026-06-19,Sunita,domestic help,expense,mobile,Mobile recharge,147,UPI,yes,274.0
SU-20260620-E132,2026-06-20,Sunita,domestic help,expense,vegetables,Vegetable market,95,cash,no,179.0
SU-20260622-E133,2026-06-22,Sunita,domestic help,expense,school,School fees/supplies,62,UPI,no,117.0
SU-20260623-E134,2026-06-23,Sunita,domestic help,expense,mobile,Mobile recharge,40,UPI,yes,77.0
SU-20260624-E136,2026-06-24,Sunita,domestic help,expense,school,School fees/supplies,253,UPI,no,471.0
SU-20260624-I135,2026-06-24,Sunita,domestic help,income,work_income,cleaning work payment,647,bank_transfer,yes,724.0
SU-20260625-E137,2026-06-25,Sunita,domestic help,expense,mobile,Mobile recharge,164,UPI,yes,307.0
SU-20260626-E138,2026-06-26,Sunita,domestic help,expense,cooking_gas,LPG cylinder,107,UPI,yes,200.0
SU-20260627-E139,2026-06-27,Sunita,domestic help,expense,school,School fees/supplies,70,UPI,no,130.0
SU-20260628-E140,2026-06-28,Sunita,domestic help,expense,cooking_gas,LPG cylinder,45,UPI,yes,85.0
SU-20260629-E141,2026-06-29,Sunita,domestic help,expense,school,School fees/supplies,30,UPI,no,55.0
SU-20260630-E142,2026-06-30,Sunita,domestic help,expense,cooking_gas,LPG cylinder,30,UPI,yes,25.0
